"Retailer";"Retailer ID";"Invoice Date";"month";"Region";"State";"City";"category";"Product";"gender";"Price per Unit";"Units Sold";"Total Sales";"Operating Profit";"Operating Margin";"Sales Method"
"West Gear";1128299;"2021-01-24";"January";"West";"California";"San Francisco";"footwear";"Men's Street Footwear";"male";55;925;508750;152625;30;"Outlet"
"West Gear";1128299;"2021-01-25";"January";"West";"California";"San Francisco";"footwear";"Men's Athletic Footwear";"male";60;925;555000;83250;15;"Outlet"
"West Gear";1128299;"2021-01-26";"January";"West";"California";"San Francisco";"footwear";"Women's Street Footwear";"female";55;775;426250;127875;30;"Outlet"
"West Gear";1128299;"2021-01-27";"January";"West";"California";"San Francisco";"footwear";"Women's Athletic Footwear";"female";55;725;398750;99688;25;"Outlet"
"West Gear";1128299;"2021-01-28";"January";"West";"California";"San Francisco";"apparel";"Men's Apparel";"male";65;725;471250;212063;45;"Outlet"
"West Gear";1128299;"2021-01-29";"January";"West";"California";"San Francisco";"apparel";"Women's Apparel";"female";70;775;542500;54250;10;"Outlet"
"West Gear";1128299;"2021-01-30";"January";"West";"California";"San Francisco";"footwear";"Men's Street Footwear";"male";55;875;481250;144375;30;"Outlet"
"West Gear";1128299;"2021-01-31";"January";"West";"California";"San Francisco";"footwear";"Men's Athletic Footwear";"male";60;875;525000;78750;15;"Outlet"
"West Gear";1128299;"2021-02-01";"February";"West";"California";"San Francisco";"footwear";"Women's Street Footwear";"female";55;700;385000;115500;30;"Outlet"
"West Gear";1128299;"2021-02-02";"February";"West";"California";"San Francisco";"footwear";"Women's Athletic Footwear";"female";55;675;371250;92813;25;"Outlet"
"West Gear";1128299;"2021-02-03";"February";"West";"California";"San Francisco";"apparel";"Men's Apparel";"male";65;650;422500;190125;45;"Outlet"
"West Gear";1128299;"2021-02-04";"February";"West";"California";"San Francisco";"apparel";"Women's Apparel";"female";70;700;490000;49000;10;"Outlet"
"West Gear";1128299;"2021-02-05";"February";"West";"California";"San Francisco";"footwear";"Men's Street Footwear";"male";55;875;481250;144375;30;"Outlet"
"West Gear";1128299;"2021-02-06";"February";"West";"California";"San Francisco";"footwear";"Men's Athletic Footwear";"male";60;875;525000;78750;15;"Outlet"
"West Gear";1128299;"2021-02-07";"February";"West";"California";"San Francisco";"footwear";"Women's Street Footwear";"female";55;725;398750;119625;30;"Outlet"
"West Gear";1128299;"2021-02-08";"February";"West";"California";"San Francisco";"footwear";"Women's Athletic Footwear";"female";55;700;385000;96250;25;"Outlet"
"West Gear";1128299;"2021-02-09";"February";"West";"California";"San Francisco";"apparel";"Men's Apparel";"male";65;650;422500;190125;45;"Outlet"
"West Gear";1128299;"2021-02-10";"February";"West";"California";"San Francisco";"apparel";"Women's Apparel";"female";70;775;542500;54250;10;"Outlet"
"West Gear";1128299;"2021-02-11";"February";"West";"California";"San Francisco";"footwear";"Men's Street Footwear";"male";55;975;536250;160875;30;"Outlet"
"West Gear";1128299;"2021-02-12";"February";"West";"California";"San Francisco";"footwear";"Men's Athletic Footwear";"male";60;975;585000;87750;15;"Outlet"
"West Gear";1128299;"2021-02-13";"February";"West";"California";"San Francisco";"footwear";"Women's Street Footwear";"female";55;775;426250;127875;30;"Outlet"
"West Gear";1128299;"2021-02-14";"February";"West";"California";"San Francisco";"footwear";"Women's Athletic Footwear";"female";55;775;426250;106563;25;"Outlet"
"West Gear";1128299;"2021-02-15";"February";"West";"California";"San Francisco";"apparel";"Men's Apparel";"male";65;700;455000;204750;45;"Outlet"
"West Gear";1128299;"2021-02-16";"February";"West";"California";"San Francisco";"apparel";"Women's Apparel";"female";70;800;560000;56000;10;"Outlet"
"Kohl's";1189833;"2021-02-17";"February";"West";"California";"San Francisco";"footwear";"Men's Street Footwear";"male";35;700;245000;98000;40;"Outlet"
"Kohl's";1189833;"2021-02-18";"February";"West";"California";"San Francisco";"footwear";"Men's Athletic Footwear";"male";45;700;315000;78750;25;"Outlet"
"Kohl's";1189833;"2021-03-09";"March";"West";"California";"San Francisco";"footwear";"Women's Street Footwear";"female";45;700;315000;126000;40;"Outlet"
"Kohl's";1189833;"2021-03-10";"March";"West";"California";"San Francisco";"footwear";"Women's Athletic Footwear";"female";45;550;247500;86625;35;"Outlet"
"Kohl's";1189833;"2021-03-11";"March";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";50;500;250000;137500;55;"Outlet"
"Kohl's";1189833;"2021-03-12";"March";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";45;700;315000;63000;20;"Outlet"
"Kohl's";1189833;"2021-03-13";"March";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";35;750;262500;105000;40;"Outlet"
"Kohl's";1189833;"2021-03-14";"March";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";45;650;292500;73125;25;"Outlet"
"Kohl's";1189833;"2021-03-15";"March";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";45;675;303750;121500;40;"Outlet"
"Kohl's";1189833;"2021-03-16";"March";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";45;525;236250;82688;35;"Outlet"
"Kohl's";1189833;"2021-03-17";"March";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";50;450;225000;123750;55;"Outlet"
"Kohl's";1189833;"2021-03-18";"March";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";45;650;292500;58500;20;"Outlet"
"Kohl's";1189833;"2021-03-19";"March";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";35;800;280000;112000;40;"Outlet"
"Kohl's";1189833;"2021-03-20";"March";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";45;650;292500;73125;25;"Outlet"
"Kohl's";1189833;"2021-03-21";"March";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";45;650;292500;117000;40;"Outlet"
"Kohl's";1189833;"2021-03-22";"March";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";45;550;247500;86625;35;"Outlet"
"Kohl's";1189833;"2021-03-23";"March";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";50;425;212500;116875;55;"Outlet"
"Kohl's";1189833;"2021-04-06";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";45;625;281250;56250;20;"Outlet"
"Kohl's";1189833;"2021-04-07";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";45;800;360000;144000;40;"Outlet"
"Kohl's";1189833;"2021-04-08";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";50;600;300000;75000;25;"Outlet"
"Kohl's";1189833;"2021-04-09";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;625;312500;125000;40;"Outlet"
"Kohl's";1189833;"2021-04-10";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";45;525;236250;82688;35;"Outlet"
"Kohl's";1189833;"2021-04-11";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";50;425;212500;116875;55;"Outlet"
"Kohl's";1189833;"2021-04-12";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;600;390000;78000;20;"Outlet"
"Kohl's";1189833;"2021-04-13";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";45;800;360000;144000;40;"Outlet"
"Kohl's";1189833;"2021-04-14";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";50;650;325000;81250;25;"Outlet"
"Kohl's";1189833;"2021-04-15";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;650;325000;130000;40;"Outlet"
"Kohl's";1189833;"2021-04-16";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";45;550;247500;86625;35;"Outlet"
"Kohl's";1189833;"2021-04-17";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";50;450;225000;123750;55;"Outlet"
"Kohl's";1189833;"2021-04-18";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;625;406250;81250;20;"Outlet"
"Kohl's";1189833;"2021-04-19";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";45;900;405000;162000;40;"Outlet"
"Kohl's";1189833;"2021-04-20";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";50;750;375000;93750;25;"Outlet"
"Kohl's";1189833;"2021-04-21";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;750;375000;150000;40;"Outlet"
"Kohl's";1189833;"2021-04-22";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";45;625;281250;98438;35;"Outlet"
"Kohl's";1189833;"2021-04-23";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";50;500;250000;137500;55;"Outlet"
"Kohl's";1189833;"2021-04-24";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;800;520000;104000;20;"Outlet"
"Kohl's";1189833;"2021-04-25";"April";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";45;950;427500;171000;40;"Outlet"
"Kohl's";1189833;"2021-04-26";"April";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";50;800;400000;100000;25;"Outlet"
"Kohl's";1189833;"2021-04-27";"April";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;750;375000;150000;40;"Outlet"
"Kohl's";1189833;"2021-04-28";"April";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";45;650;292500;102375;35;"Outlet"
"Kohl's";1189833;"2021-04-29";"April";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";50;700;350000;192500;55;"Outlet"
"Kohl's";1189833;"2021-04-30";"April";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;700;455000;91000;20;"Outlet"
"Kohl's";1189833;"2021-05-01";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";50;900;450000;180000;40;"Outlet"
"Kohl's";1189833;"2021-05-02";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";55;850;467500;116875;25;"Outlet"
"Kohl's";1189833;"2021-05-03";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;725;362500;145000;40;"Outlet"
"Kohl's";1189833;"2021-05-04";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";50;675;337500;118125;35;"Outlet"
"Kohl's";1189833;"2021-05-05";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";60;675;405000;222750;55;"Outlet"
"Kohl's";1189833;"2021-05-06";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;650;422500;84500;20;"Outlet"
"Kohl's";1189833;"2021-05-07";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";50;850;425000;170000;40;"Outlet"
"Kohl's";1189833;"2021-05-08";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";55;850;467500;116875;25;"Outlet"
"Kohl's";1189833;"2021-05-09";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;700;350000;140000;40;"Outlet"
"Kohl's";1189833;"2021-05-10";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";50;650;325000;113750;35;"Outlet"
"Kohl's";1189833;"2021-05-11";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";60;650;390000;214500;55;"Outlet"
"Kohl's";1189833;"2021-05-12";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;700;455000;91000;20;"Outlet"
"Kohl's";1189833;"2021-05-13";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";50;800;400000;160000;40;"Outlet"
"Kohl's";1189833;"2021-05-14";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";55;800;440000;110000;25;"Outlet"
"Kohl's";1189833;"2021-05-15";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;650;325000;130000;40;"Outlet"
"Kohl's";1189833;"2021-05-16";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";50;625;312500;109375;35;"Outlet"
"Kohl's";1189833;"2021-05-17";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";60;600;360000;198000;55;"Outlet"
"Kohl's";1189833;"2021-05-18";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;650;422500;84500;20;"Outlet"
"Kohl's";1189833;"2021-05-19";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";50;825;412500;165000;40;"Outlet"
"Kohl's";1189833;"2021-05-20";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";55;825;453750;113438;25;"Outlet"
"Kohl's";1189833;"2021-05-21";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;675;337500;135000;40;"Outlet"
"Kohl's";1189833;"2021-05-22";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";50;650;325000;113750;35;"Outlet"
"Kohl's";1189833;"2021-05-23";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";60;600;360000;198000;55;"Outlet"
"Kohl's";1189833;"2021-05-24";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;700;455000;91000;20;"Outlet"
"Kohl's";1189833;"2021-05-25";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";50;900;450000;180000;40;"Outlet"
"Kohl's";1189833;"2021-05-26";"May";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";55;900;495000;123750;25;"Outlet"
"Kohl's";1189833;"2021-05-27";"May";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";50;700;350000;140000;40;"Outlet"
"Kohl's";1189833;"2021-05-28";"May";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";50;700;350000;122500;35;"Outlet"
"Kohl's";1189833;"2021-05-29";"May";"West";"California";"Los Angeles";"apparel";"Men's Apparel";"male";60;625;375000;206250;55;"Outlet"
"Kohl's";1189833;"2021-05-30";"May";"West";"California";"Los Angeles";"apparel";"Women's Apparel";"female";65;725;471250;94250;20;"Outlet"
"Foot Locker";1185732;"2021-05-31";"May";"West";"California";"Los Angeles";"footwear";"Men's Street Footwear";"male";45;475;213750;85500;40;"Outlet"
"Foot Locker";1185732;"2021-06-01";"June";"West";"California";"Los Angeles";"footwear";"Men's Athletic Footwear";"male";45;275;123750;43313;35;"Outlet"
"Foot Locker";1185732;"2021-06-02";"June";"West";"California";"Los Angeles";"footwear";"Women's Street Footwear";"female";35;275;96250;33688;35;"Outlet"
"Foot Locker";1185732;"2021-06-03";"June";"West";"California";"Los Angeles";"footwear";"Women's Athletic Footwear";"female";40;125;50000;20000;40;"Outlet"
"Foot Locker";1185732;"2021-06-04";"June";"Midwest";"Illinois";"Chicago";"apparel";"Men's Apparel";"male";55;175;96250;33688;35;"Outlet"
"Foot Locker";1185732;"2021-06-05";"June";"Midwest";"Illinois";"Chicago";"apparel";"Women's Apparel";"female";45;275;123750;61875;50;"Outlet"
"Foot Locker";1185732;"2021-06-06";"June";"Midwest";"Illinois";"Chicago";"footwear";"Men's Street Footwear";"male";45;525;236250;94500;40;"Outlet"
"Foot Locker";1185732;"2021-06-07";"June";"Midwest";"Illinois";"Chicago";"footwear";"Men's Athletic Footwear";"male";45;175;78750;27563;35;"Outlet"
"Foot Locker";1185732;"2021-06-08";"June";"Midwest";"Illinois";"Chicago";"footwear";"Women's Street Footwear";"female";35;225;78750;27563;35;"Outlet"
"Foot Locker";1185732;"2021-06-09";"June";"Midwest";"Illinois";"Chicago";"footwear";"Women's Athletic Footwear";"female";40;100;40000;16000;40;"Outlet"
"Foot Locker";1185732;"2021-06-10";"June";"Midwest";"Illinois";"Chicago";"apparel";"Men's Apparel";"male";55;175;96250;33688;35;"Outlet"
"Foot Locker";1185732;"2021-06-11";"June";"Midwest";"Illinois";"Chicago";"apparel";"Women's Apparel";"female";45;275;123750;61875;50;"Outlet"
"Foot Locker";1185732;"2021-06-12";"June";"Midwest";"Illinois";"Chicago";"footwear";"Men's Street Footwear";"male";50;495;247500;99000;40;"Outlet"
"Foot Locker";1185732;"2021-06-13";"June";"Midwest";"Illinois";"Chicago";"footwear";"Men's Athletic Footwear";"male";50;200;100000;35000;35;"Outlet"
"Foot Locker";1185732;"2021-06-14";"June";"Midwest";"Illinois";"Chicago";"footwear";"Women's Street Footwear";"female";40;225;90000;31500;35;"Outlet"
"Foot Locker";1185732;"2021-06-15";"June";"Midwest";"Illinois";"Chicago";"footwear";"Women's Athletic Footwear";"female";45;75;33750;13500;40;"Outlet"
